% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
21.981	1	1	2199	2	1	28	4587
21.982	1	1	2199	3	1	28	4587
21.984	1	1	2199	5	1	28	4587
21.986	1	1	2199	7	1	28	4587
21.988	1	1	2199	9	1	28	4587
21.991	1	1	2200	2	1	28	4587
21.992	1	1	2200	3	1	28	4587
21.994	1	1	2200	5	1	28	4587
21.996	1	1	2200	7	1	28	4587
21.998	1	1	2200	9	1	28	4587
22	1	1	2201	1	1	28	4587
22.002	1	1	2201	3	1	28	4587
22.004	1	1	2201	5	1	28	4587
22.006	1	1	2201	7	1	28	4587
22.008	1	1	2201	9	1	28	4587
22.011	1	1	2202	2	1	28	4587
22.013	1	1	2202	4	1	28	4587
22.015	1	1	2202	6	1	28	4587
22.017	1	1	2202	8	1	28	4587
22.019	1	1	2202	10	1	28	4587
22.021	1	1	2203	2	1	28	4587
22.022	1	1	2203	3	1	28	4587
22.023	1	1	2203	4	1	28	4587
22.025	1	1	2203	6	1	28	4587
22.027	1	1	2203	8	1	28	4587
22.029	1	1	2203	10	1	28	4587
22.032	1	1	2204	3	1	28	4587
22.034	1	1	2204	5	1	28	4587
22.036	1	1	2204	7	1	28	4587
22.038	1	1	2204	9	1	28	4587
22.04	1	1	2205	1	1	28	4587
22.042	1	1	2205	3	1	28	4587
22.043	1	1	2205	4	1	28	4587
22.044	1	1	2205	5	1	28	4587
22.046	1	1	2205	7	1	28	4587
22.048	1	1	2205	9	1	28	4587
22.051	1	1	2206	2	1	28	4587
22.053	1	1	2206	4	1	28	4587
22.055	1	1	2206	6	1	28	4587
22.057	1	1	2206	8	1	28	4587
22.059	1	1	2206	10	1	28	4587
22.061	1	1	2207	2	1	28	4587
22.063	1	1	2207	4	1	28	4587
22.064	1	1	2207	5	1	28	4587
22.065	1	1	2207	6	1	28	4587
22.067	1	1	2207	8	1	28	4587
22.069	1	1	2207	10	1	28	4587
22.072	1	1	2208	3	1	28	4587
22.074	1	1	2208	5	1	28	4587
22.075	1	1	2208	6	1	28	4587
22.077	1	1	2208	8	1	28	4587
22.079	1	1	2208	10	1	28	4587
22.081	1	1	2209	2	1	28	4587
22.083	1	1	2209	4	1	28	4587
22.085	1	1	2209	6	1	28	4587
22.087	1	1	2209	8	1	28	4587
22.089	1	1	2209	10	1	28	4587
22.092	1	1	2210	3	1	28	4587
22.094	1	1	2210	5	1	28	4587
22.096	1	1	2210	7	1	28	4587
22.098	1	1	2210	9	1	28	4587
22.1	1	1	2211	1	1	28	4587
22.102	1	1	2211	3	1	28	4587
22.104	1	1	2211	5	1	28	4587
22.105	1	1	2211	6	1	28	4587
22.106	1	1	2211	7	1	28	4587
22.108	1	1	2211	9	1	28	4587
22.111	1	1	2212	2	1	28	4587
22.113	1	1	2212	4	1	28	4587
22.115	1	1	2212	6	1	28	4587
22.117	1	1	2212	8	1	28	4587
22.119	1	1	2212	10	1	28	4587
22.121	1	1	2213	2	1	28	4587
22.123	1	1	2213	4	1	28	4587
22.125	1	1	2213	6	1	28	4587
22.126	1	1	2213	7	1	28	4587
22.127	1	1	2213	8	1	28	4587
22.129	1	1	2213	10	1	28	4587
22.132	1	1	2214	3	1	28	4587
22.134	1	1	2214	5	1	28	4587
22.136	1	1	2214	7	1	28	4587
22.138	1	1	2214	9	1	28	4587
22.14	1	1	2215	1	1	28	4587
22.142	1	1	2215	3	1	28	4587
22.144	1	1	2215	5	1	28	4587
22.146	1	1	2215	7	1	28	4587
22.147	1	1	2215	8	1	28	4587
22.148	1	1	2215	9	1	28	4587
22.151	1	1	2216	2	1	28	4587
22.153	1	1	2216	4	1	28	4587
22.155	1	1	2216	6	1	28	4587
22.157	1	1	2216	8	1	28	4587
22.158	1	1	2216	9	1	28	4587
22.16	1	1	2217	1	1	28	4587
22.162	1	1	2217	3	1	28	4587
22.164	1	1	2217	5	1	28	4587
22.166	1	1	2217	7	1	28	4587
22.167	1	1	2217	8	1	28	4587
22.168	1	1	2217	9	1	28	4587
22.171	1	1	2218	2	1	28	4587
22.173	1	1	2218	4	1	28	4587
22.175	1	1	2218	6	1	28	4587
22.177	1	1	2218	8	1	28	4587
22.179	1	1	2218	10	1	28	4587
22.181	1	1	2219	2	1	28	4587
22.183	1	1	2219	4	1	28	4587
22.185	1	1	2219	6	1	28	4587
22.187	1	1	2219	8	1	28	4587
22.188	1	1	2219	9	1	28	4587
22.189	1	1	2219	10	1	28	4587
22.192	1	1	2220	3	1	28	4587
22.194	1	1	2220	5	1	28	4587
22.196	1	1	2220	7	1	28	4587
22.198	1	1	2220	9	1	28	4587
22.2	1	1	2221	1	1	28	4587
22.202	1	1	2221	3	1	28	4587
22.204	1	1	2221	5	1	28	4587
22.206	1	1	2221	7	1	28	4587
22.208	1	1	2221	9	1	28	4587
22.209	1	1	2221	10	1	28	4587
22.211	1	1	2222	2	1	28	4587
22.213	1	1	2222	4	1	28	4587
22.215	1	1	2222	6	1	28	4587
22.217	1	1	2222	8	1	28	4587
22.219	1	1	2222	10	1	28	4587
22.221	1	1	2223	2	1	28	4587
22.223	1	1	2223	4	1	28	4587
22.225	1	1	2223	6	1	28	4587
22.227	1	1	2223	8	1	28	4587
22.229	1	1	2223	10	1	28	4587
22.232	1	1	2224	3	1	28	4587
22.234	1	1	2224	5	1	28	4587
22.236	1	1	2224	7	1	28	4587
22.238	1	1	2224	9	1	28	4587
22.24	1	1	2225	1	1	28	4587
22.241	1	1	2225	2	1	28	4587
22.243	1	1	2225	4	1	28	4587
22.245	1	1	2225	6	1	28	4587
22.247	1	1	2225	8	1	28	4587
22.249	1	1	2225	10	1	28	4587
22.252	1	1	2226	3	1	28	4587
22.254	1	1	2226	5	1	28	4587
22.256	1	1	2226	7	1	28	4587
22.258	1	1	2226	9	1	28	4587
22.26	1	1	2227	1	1	28	4587
22.262	1	1	2227	3	1	28	4587
22.264	1	1	2227	5	1	28	4587
22.266	1	1	2227	7	1	28	4587
22.268	1	1	2227	9	1	28	4587
22.271	1	1	2228	2	1	28	4587
22.273	1	1	2228	4	1	28	4587
22.275	1	1	2228	6	1	28	4587
22.277	1	1	2228	8	1	28	4587
22.279	1	1	2228	10	1	28	4587
22.281	1	1	2229	2	1	28	4587
22.283	1	1	2229	4	1	28	4587
22.285	1	1	2229	6	1	28	4587
22.287	1	1	2229	8	1	28	4587
22.289	1	1	2229	10	1	28	4587
22.292	1	1	2230	3	1	28	4587
22.294	1	1	2230	5	1	28	4587
22.296	1	1	2230	7	1	28	4587
22.298	1	1	2230	9	1	28	4587
22.3	1	1	2231	1	1	28	4587
22.302	1	1	2231	3	1	28	4587
22.304	1	1	2231	5	1	28	4587
22.306	1	1	2231	7	1	28	4587
22.308	1	1	2231	9	1	28	4587
22.311	1	1	2232	2	1	28	4587
22.313	1	1	2232	4	1	28	4587
22.315	1	1	2232	6	1	28	4587
22.317	1	1	2232	8	1	28	4587
22.319	1	1	2232	10	1	28	4587
22.321	1	1	2233	2	1	28	4587
22.323	1	1	2233	4	1	28	4587
22.324	1	1	2233	5	1	28	4587
22.326	1	1	2233	7	1	28	4587
22.328	1	1	2233	9	1	28	4587
22.331	1	1	2234	2	1	28	4587
22.333	1	1	2234	4	1	28	4587
22.335	1	1	2234	6	1	28	4587
22.337	1	1	2234	8	1	28	4587
22.339	1	1	2234	10	1	28	4587
22.341	1	1	2235	2	1	28	4587
22.343	1	1	2235	4	1	28	4587
22.345	1	1	2235	6	1	28	4587
22.347	1	1	2235	8	1	28	4587
22.349	1	1	2235	10	1	28	4587
22.352	1	1	2236	3	1	28	4587
22.354	1	1	2236	5	1	28	4587
22.356	1	1	2236	7	1	28	4587
22.358	1	1	2236	9	1	28	4587
22.36	1	1	2237	1	1	28	4587
22.362	1	1	2237	3	1	28	4587
22.364	1	1	2237	5	1	28	4587
22.366	1	1	2237	7	1	28	4587
22.368	1	1	2237	9	1	28	4587
22.371	1	1	2238	2	1	28	4587
22.373	1	1	2238	4	1	28	4587
22.375	1	1	2238	6	1	28	4587
22.377	1	1	2238	8	1	28	4587
22.379	1	1	2238	10	1	28	4587
22.381	1	1	2239	2	1	28	4587
22.383	1	1	2239	4	1	28	4587
22.385	1	1	2239	6	1	28	4587
22.387	1	1	2239	8	1	28	4587
22.389	1	1	2239	10	1	28	4587
22.392	1	1	2240	3	1	28	4587
22.394	1	1	2240	5	1	28	4587
22.396	1	1	2240	7	1	28	4587
22.398	1	1	2240	9	1	28	4587
22.4	1	1	2241	1	1	28	4587
22.402	1	1	2241	3	1	28	4587
22.404	1	1	2241	5	1	28	4587
22.406	1	1	2241	7	1	28	4587
22.407	1	1	2241	8	1	28	4587
22.409	1	1	2241	10	1	28	4587
22.412	1	1	2242	3	1	28	4587
22.414	1	1	2242	5	1	28	4587
22.416	1	1	2242	7	1	28	4587
22.418	1	1	2242	9	1	28	4587
22.42	1	1	2243	1	1	28	4587
22.422	1	1	2243	3	1	28	4587
22.424	1	1	2243	5	1	28	4587
22.426	1	1	2243	7	1	28	4587
22.428	1	1	2243	9	1	28	4587
22.431	1	1	2244	2	1	28	4587
22.433	1	1	2244	4	1	28	4587
22.435	1	1	2244	6	1	28	4587
22.437	1	1	2244	8	1	28	4587
22.438	1	1	2244	9	1	28	4587
22.439	1	1	2244	10	1	28	4587
22.441	1	1	2245	2	1	28	4587
22.443	1	1	2245	4	1	28	4587
22.445	1	1	2245	6	1	28	4587
22.447	1	1	2245	8	1	28	4587
22.449	1	1	2245	10	1	28	4587
22.452	1	1	2246	3	1	28	4587
22.454	1	1	2246	5	1	28	4587
22.456	1	1	2246	7	1	28	4587
22.458	1	1	2246	9	1	28	4587
22.459	1	1	2246	10	1	28	4587
22.46	1	1	2247	1	1	28	4587
22.462	1	1	2247	3	1	28	4587
22.464	1	1	2247	5	1	28	4587
22.466	1	1	2247	7	1	28	4587
22.468	1	1	2247	9	1	28	4587
22.471	1	1	2248	2	1	28	4587
22.473	1	1	2248	4	1	28	4587
22.475	1	1	2248	6	1	28	4587
22.477	1	1	2248	8	1	28	4587
22.479	1	1	2248	10	1	28	4587
22.48	1	1	2249	1	1	28	4587
22.481	1	1	2249	2	1	28	4587
22.483	1	1	2249	4	1	28	4587
22.485	1	1	2249	6	1	28	4587
22.487	1	1	2249	8	1	28	4587
22.489	1	1	2249	10	1	28	4587
22.491	1	1	2250	2	1	28	4587
22.493	1	1	2250	4	1	28	4587
22.495	1	1	2250	6	1	28	4587
22.497	1	1	2250	8	1	28	4587
22.499	1	1	2250	10	1	28	4587
22.501	1	1	2251	2	1	28	4587
22.503	1	1	2251	4	1	28	4587
22.505	1	1	2251	6	1	28	4587
22.507	1	1	2251	8	1	28	4587
22.509	1	1	2251	10	1	28	4587
22.512	1	1	2252	3	1	28	4587
22.514	1	1	2252	5	1	28	4587
22.516	1	1	2252	7	1	28	4587
22.518	1	1	2252	9	1	28	4587
22.52	1	1	2253	1	1	28	4587
22.521	1	1	2253	2	1	28	4587
22.522	1	1	2253	3	1	28	4587
22.524	1	1	2253	5	1	28	4587
22.526	1	1	2253	7	1	28	4587
22.528	1	1	2253	9	1	28	4587
22.531	1	1	2254	2	1	28	4587
22.533	1	1	2254	4	1	28	4587
22.535	1	1	2254	6	1	28	4587
22.537	1	1	2254	8	1	28	4587
22.539	1	1	2254	10	1	28	4587
22.541	1	1	2255	2	1	28	4587
22.542	1	1	2255	3	1	28	4587
22.543	1	1	2255	4	1	28	4587
22.545	1	1	2255	6	1	28	4587
22.547	1	1	2255	8	1	28	4587
22.549	1	1	2255	10	1	28	4587
22.552	1	1	2256	3	1	28	4587
22.554	1	1	2256	5	1	28	4587
22.556	1	1	2256	7	1	28	4587
22.558	1	1	2256	9	1	28	4587
22.56	1	1	2257	1	1	28	4587
22.562	1	1	2257	3	1	28	4587
22.563	1	1	2257	4	1	28	4587
22.564	1	1	2257	5	1	28	4587
22.566	1	1	2257	7	1	28	4587
22.568	1	1	2257	9	1	28	4587
22.571	1	1	2258	2	1	28	4587
22.573	1	1	2258	4	1	28	4587
22.574	1	1	2258	5	1	28	4587
22.576	1	1	2258	7	1	28	4587
22.578	1	1	2258	9	1	28	4587
22.58	1	1	2259	1	1	28	4587
22.582	1	1	2259	3	1	28	4587
22.584	1	1	2259	5	1	28	4587
22.586	1	1	2259	7	1	28	4587
22.588	1	1	2259	9	1	28	4587
22.591	1	1	2260	2	1	28	4587
22.593	1	1	2260	4	1	28	4587
22.595	1	1	2260	6	1	28	4587
22.597	1	1	2260	8	1	28	4587
22.599	1	1	2260	10	1	28	4587
22.601	1	1	2261	2	1	28	4587
22.603	1	1	2261	4	1	28	4587
22.604	1	1	2261	5	1	28	4587
22.605	1	1	2261	6	1	28	4587
22.607	1	1	2261	8	1	28	4587
22.609	1	1	2261	10	1	28	4587
22.612	1	1	2262	3	1	28	4587
22.614	1	1	2262	5	1	28	4587
22.616	1	1	2262	7	1	28	4587
22.618	1	1	2262	9	1	28	4587
22.62	1	1	2263	1	1	28	4587
22.622	1	1	2263	3	1	28	4587
22.624	1	1	2263	5	1	28	4587
22.625	1	1	2263	6	1	28	4587
22.626	1	1	2263	7	1	28	4587
22.628	1	1	2263	9	1	28	4587
22.631	1	1	2264	2	1	28	4587
22.633	1	1	2264	4	1	28	4587
22.635	1	1	2264	6	1	28	4587
22.637	1	1	2264	8	1	28	4587
22.639	1	1	2264	10	1	28	4587
22.641	1	1	2265	2	1	28	4587
22.643	1	1	2265	4	1	28	4587
22.645	1	1	2265	6	1	28	4587
22.646	1	1	2265	7	1	28	4587
22.647	1	1	2265	8	1	28	4587
22.649	1	1	2265	10	1	28	4587
22.652	1	1	2266	3	1	28	4587
22.654	1	1	2266	5	1	28	4587
22.656	1	1	2266	7	1	28	4587
22.657	1	1	2266	8	1	28	4587
22.659	1	1	2266	10	1	28	4587
22.661	1	1	2267	2	1	28	4587
22.663	1	1	2267	4	1	28	4587
22.665	1	1	2267	6	1	28	4587
22.667	1	1	2267	8	1	28	4587
22.669	1	1	2267	10	1	28	4587
22.672	1	1	2268	3	1	28	4587
22.674	1	1	2268	5	1	28	4587
22.676	1	1	2268	7	1	28	4587
