% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct
5791	1	1	1	0	28	2292	0	1	1
5794	1	1	1	0	28	2292	0	1	1
5796	1	1	1	0	28	2292	0	1	1
5798	1	1	1	0	28	2292	0	1	1
5800	1	1	1	0	28	2292	0	1	1
5802	1	1	1	0	28	2292	0	1	1
5803	1	1	1	0	28	2292	0	1	1
5805	1	1	1	0	28	2292	0	1	1
5807	1	1	1	0	28	2292	0	1	1
5809	1	1	1	0	28	2292	0	1	1
5812	1	1	1	0	28	2292	0	1	1
5814	1	1	1	0	28	2292	0	1	1
5817	1	1	1	0	28	2292	0	1	1
5819	1	1	1	0	28	2292	0	1	1
5821	1	1	1	0	28	2292	0	1	1
5823	1	1	1	0	28	2292	0	1	1
5825	1	1	1	0	28	2292	0	1	1
5827	1	1	1	0	28	2292	0	1	1
5828	1	1	1	0	28	2292	0	1	1
5831	1	1	1	0	28	2292	0	1	1
5833	1	1	1	0	28	2292	0	1	1
5835	1	1	1	0	28	2292	0	1	1
5837	1	1	1	0	28	2292	0	1	1
5839	1	1	1	0	28	2292	0	1	1
5842	1	1	1	0	28	2292	0	1	1
5844	1	1	1	0	28	2292	0	1	1
5846	1	1	1	0	28	2292	0	1	1
5848	1	1	1	0	28	2292	0	1	1
5851	1	1	1	0	28	2292	0	1	1
5853	1	1	1	0	28	2292	0	1	1
5856	1	1	1	0	28	2292	0	1	1
5858	1	1	1	0	28	2292	0	1	1
5860	1	1	1	0	28	2292	0	1	1
5862	1	1	1	0	28	2292	0	1	1
5864	1	1	1	0	28	2292	0	1	1
5865	1	1	1	0	28	2292	0	1	1
5867	1	1	1	0	28	2292	0	1	1
5869	1	1	1	0	28	2292	0	1	1
5872	1	1	1	0	28	2292	0	1	1
5874	1	1	1	0	28	2292	0	1	1
5876	1	1	1	0	28	2292	0	1	1
5879	1	1	1	0	28	2292	0	1	1
5881	1	1	1	0	28	2292	0	1	1
5883	1	1	1	0	28	2292	0	1	1
5885	1	1	1	0	28	2292	0	1	1
5887	1	1	1	0	28	2292	0	1	1
5889	1	1	1	0	28	2292	0	1	1
5891	1	1	1	0	28	2292	0	1	1
5892	1	1	1	0	28	2292	0	1	1
5895	1	1	1	0	28	2292	0	1	1
5897	1	1	1	0	28	2292	0	1	1
5899	1	1	1	0	28	2292	0	1	1
5901	1	1	1	0	28	2292	0	1	1
5904	1	1	1	0	28	2292	0	1	1
5906	1	1	1	0	28	2292	0	1	1
5908	1	1	1	0	28	2292	0	1	1
5911	1	1	1	0	28	2292	0	1	1
5913	1	1	1	0	28	2292	0	1	1
5915	1	1	1	0	28	2292	0	1	1
5918	1	1	1	0	28	2292	0	1	1
5920	1	1	1	0	28	2292	0	1	1
5922	1	1	1	0	28	2292	0	1	1
5926	1	1	1	0	28	2292	0	1	1
5927	1	1	1	0	28	2292	0	1	1
5929	1	1	1	0	28	2292	0	1	1
5932	1	1	1	0	28	2292	0	1	1
5934	1	1	1	0	28	2292	0	1	1
5936	1	1	1	0	28	2292	0	1	1
5938	1	1	1	0	28	2292	0	1	1
5940	1	1	1	0	28	2292	0	1	1
5943	1	1	1	0	28	2292	0	1	1
5945	1	1	1	0	28	2292	0	1	1
5947	1	1	1	0	28	2292	0	1	1
5949	1	1	1	0	28	2292	0	1	1
5952	1	1	1	0	28	2292	0	1	1
5954	1	1	1	0	28	2292	0	1	1
5957	1	1	1	0	28	2292	0	1	1
5959	1	1	1	0	28	2292	0	1	1
5961	1	1	1	0	28	2292	0	1	1
5964	1	1	1	0	28	2292	0	1	1
5966	1	1	1	0	28	2292	0	1	1
5968	1	1	1	0	28	2292	0	1	1
5971	1	1	1	0	28	2292	0	1	1
5973	1	1	1	0	28	2292	0	1	1
5975	1	1	1	0	28	2292	0	1	1
5977	1	1	1	0	28	2292	0	1	1
5980	1	1	1	0	28	2292	0	1	1
5982	1	1	1	0	28	2292	0	1	1
5986	1	1	1	0	28	2292	0	1	1
5988	1	1	1	0	28	2292	0	1	1
5989	1	1	1	0	28	2292	0	1	1
5992	1	1	1	0	28	2292	0	1	1
5994	1	1	1	0	28	2292	0	1	1
5996	1	1	1	0	28	2292	0	1	1
5998	1	1	1	0	28	2292	0	1	1
6000	1	1	1	0	28	2292	0	1	1
6002	1	1	1	0	28	2292	0	1	1
6005	1	1	1	0	28	2292	0	1	1
6007	1	1	1	0	28	2292	0	1	1
6009	1	1	1	0	28	2292	0	1	1
6012	1	1	1	0	28	2292	0	1	1
6014	1	1	1	0	28	2292	0	1	1
6016	1	1	1	0	28	2292	0	1	1
6019	1	1	1	0	28	2292	0	1	1
6021	1	1	1	0	28	2292	0	1	1
6025	1	1	1	0	28	2292	0	1	1
6026	1	1	1	0	28	2292	0	1	1
6028	1	1	1	0	28	2292	0	1	1
6031	1	1	1	0	28	2292	0	1	1
6033	1	1	1	0	28	2292	0	1	1
6035	1	1	1	0	28	2292	0	1	1
6037	1	1	1	0	28	2292	0	1	1
6039	1	1	1	0	28	2292	0	1	1
6042	1	1	1	0	28	2292	0	1	1
6044	1	1	1	0	28	2292	0	1	1
6046	1	1	1	0	28	2292	0	1	1
6048	1	1	1	0	28	2292	0	1	1
6051	1	1	1	0	28	2292	0	1	1
6052	1	1	1	0	28	2292	0	1	1
6054	1	1	1	0	28	2292	0	1	1
6056	1	1	1	0	28	2292	0	1	1
6058	1	1	1	0	28	2292	0	1	1
6060	1	1	1	0	28	2292	0	1	1
6062	1	1	1	0	28	2292	0	1	1
6065	1	1	1	0	28	2292	0	1	1
6067	1	1	1	0	28	2292	0	1	1
6069	1	1	1	0	28	2292	0	1	1
6072	1	1	1	0	28	2292	0	1	1
6074	1	1	1	0	28	2292	0	1	1
6076	1	1	1	0	28	2292	0	1	1
6079	1	1	1	0	28	2292	0	1	1
6081	1	1	1	0	28	2292	0	1	1
6083	1	1	1	0	28	2292	0	1	1
6085	1	1	1	0	28	2292	0	1	1
6087	1	1	1	0	28	2292	0	1	1
6089	1	1	1	0	28	2292	0	1	1
6091	1	1	1	0	28	2292	0	1	1
6093	1	1	1	0	28	2292	0	1	1
6095	1	1	1	0	28	2292	0	1	1
6097	1	1	1	0	28	2292	0	1	1
6099	1	1	1	0	28	2292	0	1	1
6101	1	1	1	0	28	2292	0	1	1
6104	1	1	1	0	28	2292	0	1	1
6106	1	1	1	0	28	2292	0	1	1
6108	1	1	1	0	28	2292	0	1	1
6111	1	1	1	0	28	2292	0	1	1
6113	1	1	1	0	28	2292	0	1	1
6114	1	1	1	0	28	2292	0	1	1
6116	1	1	1	0	28	2292	0	1	1
6118	1	1	1	0	28	2292	0	1	1
6120	1	1	1	0	28	2292	0	1	1
6122	1	1	1	0	28	2292	0	1	1
6126	1	1	1	0	28	2292	0	1	1
6127	1	1	1	0	28	2292	0	1	1
6129	1	1	1	0	28	2292	0	1	1
6132	1	1	1	0	28	2292	0	1	1
6134	1	1	1	0	28	2292	0	1	1
6136	1	1	1	0	28	2292	0	1	1
6138	1	1	1	0	28	2292	0	1	1
6141	1	1	1	0	28	2292	0	1	1
6143	1	1	1	0	28	2292	0	1	1
6145	1	1	1	0	28	2292	0	1	1
6147	1	1	1	0	28	2292	0	1	1
6149	1	1	1	0	28	2292	0	1	1
6152	1	1	1	0	28	2292	0	1	1
6155	1	1	1	0	28	2292	0	1	1
6157	1	1	1	0	28	2292	0	1	1
6159	1	1	1	0	28	2292	0	1	1
6161	1	1	1	0	28	2292	0	1	1
6164	1	1	1	0	28	2292	0	1	1
6166	1	1	1	0	28	2292	0	1	1
6168	1	1	1	0	28	2292	0	1	1
6171	1	1	1	0	28	2292	0	1	1
6173	1	1	1	0	28	2292	0	1	1
6175	1	1	1	0	28	2292	0	1	1
6176	1	1	1	0	28	2292	0	1	1
6178	1	1	1	0	28	2292	0	1	1
6180	1	1	1	0	28	2292	0	1	1
6182	1	1	1	0	28	2292	0	1	1
6186	1	1	1	0	28	2292	0	1	1
6188	1	1	1	0	28	2292	0	1	1
6189	1	1	1	0	28	2292	0	1	1
6192	1	1	1	0	28	2292	0	1	1
6194	1	1	1	0	28	2292	0	1	1
6196	1	1	1	0	28	2292	0	1	1
6198	1	1	1	0	28	2292	0	1	1
6200	1	1	1	0	28	2292	0	1	1
6203	1	1	1	0	28	2292	0	1	1
6205	1	1	1	0	28	2292	0	1	1
6207	1	1	1	0	28	2292	0	1	1
6209	1	1	1	0	28	2292	0	1	1
6212	1	1	1	0	28	2292	0	1	1
6214	1	1	1	0	28	2292	0	1	1
6217	1	1	1	0	28	2292	0	1	1
6219	1	1	1	0	28	2292	0	1	1
6221	1	1	1	0	28	2292	0	1	1
6224	1	1	1	0	28	2292	0	1	1
6226	1	1	1	0	28	2292	0	1	1
6228	1	1	1	0	28	2292	0	1	1
6231	1	1	1	0	28	2292	0	1	1
6233	1	1	1	0	28	2292	0	1	1
6235	1	1	1	0	28	2292	0	1	1
6237	1	1	1	0	28	2292	0	1	1
6239	1	1	1	0	28	2292	0	1	1
6242	1	1	1	0	28	2292	0	1	1
6244	1	1	1	0	28	2292	0	1	1
6246	1	1	1	0	28	2292	0	1	1
6248	1	1	1	0	28	2292	0	1	1
6251	1	1	1	0	28	2292	0	1	1
6254	1	1	1	0	28	2292	0	1	1
6256	1	1	1	0	28	2292	0	1	1
6258	1	1	1	0	28	2292	0	1	1
6260	1	1	1	0	28	2292	0	1	1
6262	1	1	1	0	28	2292	0	1	1
6265	1	1	1	0	28	2292	0	1	1
6267	1	1	1	0	28	2292	0	1	1
6269	1	1	1	0	28	2292	0	1	1
6272	1	1	1	0	28	2292	0	1	1
6274	1	1	1	0	28	2292	0	1	1
6276	1	1	1	0	28	2292	0	1	1
6279	1	1	1	0	28	2292	0	1	1
6281	1	1	1	0	28	2292	0	1	1
6285	1	1	1	0	28	2292	0	1	1
6286	1	1	1	0	28	2292	0	1	1
6288	1	1	1	0	28	2292	0	1	1
6291	1	1	1	0	28	2292	0	1	1
6293	1	1	1	0	28	2292	0	1	1
6295	1	1	1	0	28	2292	0	1	1
6297	1	1	1	0	28	2292	0	1	1
6299	1	1	1	0	28	2292	0	1	1
6301	1	1	1	0	28	2292	0	1	1
6304	1	1	1	0	28	2292	0	1	1
6306	1	1	1	0	28	2292	0	1	1
6308	1	1	1	0	28	2292	0	1	1
6311	1	1	1	0	28	2292	0	1	1
6313	1	1	1	0	28	2292	0	1	1
6316	1	1	1	0	28	2292	0	1	1
6318	1	1	1	0	28	2292	0	1	1
6320	1	1	1	0	28	2292	0	1	1
6322	1	1	1	0	28	2292	0	1	1
6325	1	1	1	0	28	2292	0	1	1
6327	1	1	1	0	28	2292	0	1	1
6329	1	1	1	0	28	2292	0	1	1
6332	1	1	1	0	28	2292	0	1	1
6334	1	1	1	0	28	2292	0	1	1
6336	1	1	1	0	28	2292	0	1	1
6338	1	1	1	0	28	2292	0	1	1
6341	1	1	1	0	28	2292	0	1	1
6343	1	1	1	0	28	2292	0	1	1
6345	1	1	1	0	28	2292	0	1	1
6347	1	1	1	0	28	2292	0	1	1
6348	1	1	1	0	28	2292	0	1	1
6351	1	1	1	0	28	2292	0	1	1
6353	1	1	1	0	28	2292	0	1	1
6355	1	1	1	0	28	2292	0	1	1
6357	1	1	1	0	28	2292	0	1	1
6359	1	1	1	0	28	2292	0	1	1
6361	1	1	1	0	28	2292	0	1	1
6363	1	1	1	0	28	2292	0	1	1
6364	1	1	1	0	28	2292	0	1	1
6366	1	1	1	0	28	2292	0	1	1
6368	1	1	1	0	28	2292	0	1	1
6371	1	1	1	0	28	2292	0	1	1
6373	1	1	1	0	28	2292	0	1	1
6375	1	1	1	0	28	2292	0	1	1
6378	1	1	1	0	28	2292	0	1	1
6380	1	1	1	0	28	2292	0	1	1
6382	1	1	1	0	28	2292	0	1	1
6386	1	1	1	0	28	2292	0	1	1
6388	1	1	1	0	28	2292	0	1	1
6389	1	1	1	0	28	2292	0	1	1
6392	1	1	1	0	28	2292	0	1	1
6394	1	1	1	0	28	2292	0	1	1
6396	1	1	1	0	28	2292	0	1	1
6398	1	1	1	0	28	2292	0	1	1
6400	1	1	1	0	28	2292	0	1	1
6403	1	1	1	0	28	2292	0	1	1
6405	1	1	1	0	28	2292	0	1	1
6407	1	1	1	0	28	2292	0	1	1
6409	1	1	1	0	28	2292	0	1	1
6412	1	1	1	0	28	2292	0	1	1
6415	1	1	1	0	28	2292	0	1	1
6417	1	1	1	0	28	2292	0	1	1
6419	1	1	1	0	28	2292	0	1	1
6421	1	1	1	0	28	2292	0	1	1
6423	1	1	1	0	28	2292	0	1	1
6425	1	1	1	0	28	2292	0	1	1
6426	1	1	1	0	28	2292	0	1	1
6428	1	1	1	0	28	2292	0	1	1
6431	1	1	1	0	28	2292	0	1	1
6433	1	1	1	0	28	2292	0	1	1
6435	1	1	1	0	28	2292	0	1	1
6437	1	1	1	0	28	2292	0	1	1
6440	1	1	1	0	28	2292	0	1	1
6442	1	1	1	0	28	2292	0	1	1
6444	1	1	1	0	28	2292	0	1	1
6446	1	1	1	0	28	2292	0	1	1
6448	1	1	1	0	28	2292	0	1	1
6451	1	1	1	0	28	2292	0	1	1
6454	1	1	1	0	28	2292	0	1	1
6456	1	1	1	0	28	2292	0	1	1
6458	1	1	1	0	28	2292	0	1	1
6460	1	1	1	0	28	2292	0	1	1
6462	1	1	1	0	28	2292	0	1	1
6465	1	1	1	0	28	2292	0	1	1
6467	1	1	1	0	28	2292	0	1	1
6469	1	1	1	0	28	2292	0	1	1
6472	1	1	1	0	28	2292	0	1	1
6474	1	1	1	0	28	2292	0	1	1
6477	1	1	1	0	28	2292	0	1	1
6479	1	1	1	0	28	2292	0	1	1
6481	1	1	1	0	28	2292	0	1	1
6485	1	1	1	0	28	2292	0	1	1
6487	1	1	1	0	28	2292	0	1	1
6488	1	1	1	0	28	2292	0	1	1
6491	1	1	1	0	28	2292	0	1	1
6493	1	1	1	0	28	2292	0	1	1
6495	1	1	1	0	28	2292	0	1	1
6497	1	1	1	0	28	2292	0	1	1
6499	1	1	1	0	28	2292	0	1	1
6502	1	1	1	0	28	2292	0	1	1
6504	1	1	1	0	28	2292	0	1	1
6506	1	1	1	0	28	2292	0	1	1
6508	1	1	1	0	28	2292	0	1	1
6511	1	1	1	0	28	2292	0	1	1
6513	1	1	1	0	28	2292	0	1	1
6516	1	1	1	0	28	2292	0	1	1
6518	1	1	1	0	28	2292	0	1	1
6520	1	1	1	0	28	2292	0	1	1
6522	1	1	1	0	28	2292	0	1	1
6525	1	1	1	0	28	2292	0	1	1
6527	1	1	1	0	28	2292	0	1	1
6529	1	1	1	0	28	2292	0	1	1
6532	1	1	1	0	28	2292	0	1	1
6534	1	1	1	0	28	2292	0	1	1
6536	1	1	1	0	28	2292	0	1	1
6538	1	1	1	0	28	2292	0	1	1
6541	1	1	1	0	28	2292	0	1	1
6543	1	1	1	0	28	2292	0	1	1
6545	1	1	1	0	28	2292	0	1	1
6547	1	1	1	0	28	2292	0	1	1
6549	1	1	1	0	28	2292	0	1	1
6551	1	1	1	0	28	2292	0	1	1
6553	1	1	1	0	28	2292	0	1	1
6555	1	1	1	0	28	2292	0	1	1
6557	1	1	1	0	28	2292	0	1	1
6559	1	1	1	0	28	2292	0	1	1
6561	1	1	1	0	28	2292	0	1	1
6564	1	1	1	0	28	2292	0	1	1
6566	1	1	1	0	28	2292	0	1	1
6568	1	1	1	0	28	2292	0	1	1
6571	1	1	1	0	28	2292	0	1	1
6573	1	1	1	0	28	2292	0	1	1
6575	1	1	1	0	28	2292	0	1	1
6578	1	1	1	0	28	2292	0	1	1
6580	1	1	1	0	28	2292	0	1	1
6582	1	1	1	0	28	2292	0	1	1
6586	1	1	1	0	28	2292	0	1	1
6587	1	1	1	0	28	2292	0	1	1
6589	1	1	1	0	28	2292	0	1	1
6592	1	1	1	0	28	2292	0	1	1
6594	1	1	1	0	28	2292	0	1	1
6596	1	1	1	0	28	2292	0	1	1
6598	1	1	1	0	28	2292	0	1	1
6600	1	1	1	0	28	2292	0	1	1
6603	1	1	1	0	28	2292	0	1	1
6605	1	1	1	0	28	2292	0	1	1
6607	1	1	1	0	28	2292	0	1	1
6609	1	1	1	0	28	2292	0	1	1
6612	1	1	1	0	28	2292	0	1	1
6615	1	1	1	0	28	2292	0	1	1
6617	1	1	1	0	28	2292	0	1	1
6619	1	1	1	0	28	2292	0	1	1
6621	1	1	1	0	28	2292	0	1	1
6624	1	1	1	0	28	2292	0	1	1
6626	1	1	1	0	28	2292	0	1	1
6628	1	1	1	0	28	2292	0	1	1
6631	1	1	1	0	28	2292	0	1	1
6633	1	1	1	0	28	2292	0	1	1
6635	1	1	1	0	28	2292	0	1	1
6637	1	1	1	0	28	2292	0	1	1
6640	1	1	1	0	28	2292	0	1	1
6642	1	1	1	0	28	2292	0	1	1
6646	1	1	1	0	28	2292	0	1	1
6648	1	1	1	0	28	2292	0	1	1
6649	1	1	1	0	28	2292	0	1	1
6652	1	1	1	0	28	2292	0	1	1
6654	1	1	1	0	28	2292	0	1	1
6656	1	1	1	0	28	2292	0	1	1
6658	1	1	1	0	28	2292	0	1	1
6660	1	1	1	0	28	2292	0	1	1
6662	1	1	1	0	28	2292	0	1	1
6665	1	1	1	0	28	2292	0	1	1
6667	1	1	1	0	28	2292	0	1	1
6669	1	1	1	0	28	2292	0	1	1
6672	1	1	1	0	28	2292	0	1	1
6674	1	1	1	0	28	2292	0	1	1
6677	1	1	1	0	28	2292	0	1	1
6679	1	1	1	0	28	2292	0	1	1
6681	1	1	1	0	28	2292	0	1	1
6685	1	1	1	0	28	2292	0	1	1
6687	1	1	1	0	28	2292	0	1	1
6688	1	1	1	0	28	2292	0	1	1
6691	1	1	1	0	28	2292	0	1	1
6693	1	1	1	0	28	2292	0	1	1
6695	1	1	1	0	28	2292	0	1	1
6697	1	1	1	0	28	2292	0	1	1
6699	1	1	1	0	28	2292	0	1	1
6702	1	1	1	0	28	2292	0	1	1
6704	1	1	1	0	28	2292	0	1	1
6706	1	1	1	0	28	2292	0	1	1
6708	1	1	1	0	28	2292	0	1	1
6711	1	1	1	0	28	2292	0	1	1
6714	1	1	1	0	28	2292	0	1	1
6716	1	1	1	0	28	2292	0	1	1
6718	1	1	1	0	28	2292	0	1	1
6720	1	1	1	0	28	2292	0	1	1
6722	1	1	1	0	28	2292	0	1	1
6725	1	1	1	0	28	2292	0	1	1
6727	1	1	1	0	28	2292	0	1	1
6729	1	1	1	0	28	2292	0	1	1
6732	1	1	1	0	28	2292	0	1	1
6734	1	1	1	0	28	2292	0	1	1
6736	1	1	1	0	28	2292	0	1	1
6739	1	1	1	0	28	2292	0	1	1
6741	1	1	1	0	28	2292	0	1	1
6743	1	1	1	0	28	2292	0	1	1
6745	1	1	1	0	28	2292	0	1	1
6747	1	1	1	0	28	2292	0	1	1
6749	1	1	1	0	28	2292	0	1	1
6751	1	1	1	0	28	2292	0	1	1
6753	1	1	1	0	28	2292	0	1	1
6755	1	1	1	0	28	2292	0	1	1
6757	1	1	1	0	28	2292	0	1	1
6759	1	1	1	0	28	2292	0	1	1
6761	1	1	1	0	28	2292	0	1	1
6764	1	1	1	0	28	2292	0	1	1
6766	1	1	1	0	28	2292	0	1	1
6768	1	1	1	0	28	2292	0	1	1
6771	1	1	1	0	28	2292	0	1	1
6773	1	1	1	0	28	2292	0	1	1
6776	1	1	1	0	28	2292	0	1	1
6778	1	1	1	0	28	2292	0	1	1
6780	1	1	1	0	28	2292	0	1	1
6782	1	1	1	0	28	2292	0	1	1
6786	1	1	1	0	28	2292	0	1	1
6787	1	1	1	0	28	2292	0	1	1
6789	1	1	1	0	28	2292	0	1	1
6792	1	1	1	0	28	2292	0	1	1
6794	1	1	1	0	28	2292	0	1	1
6796	1	1	1	0	28	2292	0	1	1
6798	1	1	1	0	28	2292	0	1	1
6801	1	1	1	0	28	2292	0	1	1
6803	1	1	1	0	28	2292	0	1	1
6805	1	1	1	0	28	2292	0	1	1
6807	1	1	1	0	28	2292	0	1	1
6809	1	1	1	0	28	2292	0	1	1
6812	1	1	1	0	28	2292	0	1	1
6815	1	1	1	0	28	2292	0	1	1
6817	1	1	1	0	28	2292	0	1	1
6819	1	1	1	0	28	2292	0	1	1
6821	1	1	1	0	28	2292	0	1	1
6824	1	1	1	0	28	2292	0	1	1
6826	1	1	1	0	28	2292	0	1	1
6828	1	1	1	0	28	2292	0	1	1
6831	1	1	1	0	28	2292	0	1	1
6833	1	1	1	0	28	2292	0	1	1
6835	1	1	1	0	28	2292	0	1	1
6837	1	1	1	0	28	2292	0	1	1
6838	1	1	1	0	28	2292	0	1	1
6840	1	1	1	0	28	2292	0	1	1
6842	1	1	1	0	28	2292	0	1	1
6846	1	1	1	0	28	2292	0	1	1
6848	1	1	1	0	28	2292	0	1	1
6849	1	1	1	0	28	2292	0	1	1
6852	1	1	1	0	28	2292	0	1	1
6854	1	1	1	0	28	2292	0	1	1
6856	1	1	1	0	28	2292	0	1	1
6858	1	1	1	0	28	2292	0	1	1
6860	1	1	1	0	28	2292	0	1	1
6863	1	1	1	0	28	2292	0	1	1
6865	1	1	1	0	28	2292	0	1	1
6867	1	1	1	0	28	2292	0	1	1
6869	1	1	1	0	28	2292	0	1	1
6872	1	1	1	0	28	2292	0	1	1
6874	1	1	1	0	28	2292	0	1	1
6877	1	1	1	0	28	2292	0	1	1
6879	1	1	1	0	28	2292	0	1	1
6881	1	1	1	0	28	2292	0	1	1
6885	1	1	1	0	28	2292	0	1	1
6886	1	1	1	0	28	2292	0	1	1
6888	1	1	1	0	28	2292	0	1	1
6891	1	1	1	0	28	2292	0	1	1
6893	1	1	1	0	28	2292	0	1	1
6895	1	1	1	0	28	2292	0	1	1
6897	1	1	1	0	28	2292	0	1	1
6899	1	1	1	0	28	2292	0	1	1
6900	1	1	1	0	28	2292	0	1	1
6902	1	1	1	0	28	2292	0	1	1
6904	1	1	1	0	28	2292	0	1	1
6906	1	1	1	0	28	2292	0	1	1
6908	1	1	1	0	28	2292	0	1	1
6911	1	1	1	0	28	2292	0	1	1
6914	1	1	1	0	28	2292	0	1	1
6916	1	1	1	0	28	2292	0	1	1
6918	1	1	1	0	28	2292	0	1	1
6920	1	1	1	0	28	2292	0	1	1
6922	1	1	1	0	28	2292	0	1	1
6925	1	1	1	0	28	2292	0	1	1
6927	1	1	1	0	28	2292	0	1	1
6929	1	1	1	0	28	2292	0	1	1
6932	1	1	1	0	28	2292	0	1	1
6934	1	1	1	0	28	2292	0	1	1
6936	1	1	1	0	28	2292	0	1	1
6939	1	1	1	0	28	2292	0	1	1
6941	1	1	1	0	28	2292	0	1	1
6945	1	1	1	0	28	2292	0	1	1
6947	1	1	1	0	28	2292	0	1	1
6948	1	1	1	0	28	2292	0	1	1
6951	1	1	1	0	28	2292	0	1	1
6953	1	1	1	0	28	2292	0	1	1
6955	1	1	1	0	28	2292	0	1	1
6957	1	1	1	0	28	2292	0	1	1
6959	1	1	1	0	28	2292	0	1	1
6961	1	1	1	0	28	2292	0	1	1
6962	1	1	1	0	28	2292	0	1	1
6964	1	1	1	0	28	2292	0	1	1
6966	1	1	1	0	28	2292	0	1	1
6968	1	1	1	0	28	2292	0	1	1
6971	1	1	1	0	28	2292	0	1	1
6973	1	1	1	0	28	2292	0	1	1
6976	1	1	1	0	28	2292	0	1	1
6978	1	1	1	0	28	2292	0	1	1
6980	1	1	1	0	28	2292	0	1	1
6982	1	1	1	0	28	2292	0	1	1
6986	1	1	1	0	28	2292	0	1	1
6987	1	1	1	0	28	2292	0	1	1
6989	1	1	1	0	28	2292	0	1	1
6992	1	1	1	0	28	2292	0	1	1
6994	1	1	1	0	28	2292	0	1	1
6996	1	1	1	0	28	2292	0	1	1
6998	1	1	1	0	28	2292	0	1	1
7001	1	1	1	0	28	2292	0	1	1
7003	1	1	1	0	28	2292	0	1	1
7005	1	1	1	0	28	2292	0	1	1
7007	1	1	1	0	28	2292	0	1	1
7009	1	1	1	0	28	2292	0	1	1
7011	1	1	1	0	28	2292	0	1	1
7013	1	1	1	0	28	2292	0	1	1
7015	1	1	1	0	28	2292	0	1	1
7017	1	1	1	0	28	2292	0	1	1
7019	1	1	1	0	28	2292	0	1	1
7021	1	1	1	0	28	2292	0	1	1
7023	1	1	1	0	28	2292	0	1	1
7024	1	1	1	0	28	2292	0	1	1
7026	1	1	1	0	28	2292	0	1	1
7028	1	1	1	0	28	2292	0	1	1
7031	1	1	1	0	28	2292	0	1	1
7033	1	1	1	0	28	2292	0	1	1
7035	1	1	1	0	28	2292	0	1	1
7038	1	1	1	0	28	2292	0	1	1
7040	1	1	1	0	28	2292	0	1	1
7042	1	1	1	0	28	2292	0	1	1
7044	1	1	1	0	28	2292	0	1	1
7046	1	1	1	0	28	2292	0	1	1
7048	1	1	1	0	28	2292	0	1	1
7049	1	1	1	0	28	2292	0	1	1
7051	1	1	1	0	28	2292	0	1	1
7054	1	1	1	0	28	2292	0	1	1
7056	1	1	1	0	28	2292	0	1	1
7058	1	1	1	0	28	2292	0	1	1
7060	1	1	1	0	28	2292	0	1	1
7063	1	1	1	0	28	2292	0	1	1
7065	1	1	1	0	28	2292	0	1	1
7067	1	1	1	0	28	2292	0	1	1
7069	1	1	1	0	28	2292	0	1	1
7072	1	1	1	0	28	2292	0	1	1
7075	1	1	1	0	28	2292	0	1	1
7077	1	1	1	0	28	2292	0	1	1
7079	1	1	1	0	28	2292	0	1	1
7081	1	1	1	0	28	2292	0	1	1
7085	1	1	1	0	28	2292	0	1	1
7086	1	1	1	0	28	2292	0	1	1
7088	1	1	1	0	28	2292	0	1	1
7091	1	1	1	0	28	2292	0	1	1
7093	1	1	1	0	28	2292	0	1	1
7095	1	1	1	0	28	2292	0	1	1
7097	1	1	1	0	28	2292	0	1	1
7100	1	1	1	0	28	2292	0	1	1
7102	1	1	1	0	28	2292	0	1	1
7104	1	1	1	0	28	2292	0	1	1
7106	1	1	1	0	28	2292	0	1	1
7108	1	1	1	0	28	2292	0	1	1
7111	1	1	1	0	28	2292	0	1	1
7113	1	1	1	0	28	2292	0	1	1
7116	1	1	1	0	28	2292	0	1	1
7118	1	1	1	0	28	2292	0	1	1
7120	1	1	1	0	28	2292	0	1	1
7122	1	1	1	0	28	2292	0	1	1
7125	1	1	1	0	28	2292	0	1	1
7127	1	1	1	0	28	2292	0	1	1
7129	1	1	1	0	28	2292	0	1	1
7132	1	1	1	0	28	2292	0	1	1
7134	1	1	1	0	28	2292	0	1	1
7136	1	1	1	0	28	2292	0	1	1
7139	1	1	1	0	28	2292	0	1	1
7141	1	1	1	0	28	2292	0	1	1
7145	1	1	1	0	28	2292	0	1	1
7147	1	1	1	0	28	2292	0	1	1
7148	1	1	1	0	28	2292	0	1	1
7151	1	1	1	0	28	2292	0	1	1
7153	1	1	1	0	28	2292	0	1	1
7155	1	1	1	0	28	2292	0	1	1
7157	1	1	1	0	28	2292	0	1	1
7159	1	1	1	0	28	2292	0	1	1
7162	1	1	1	0	28	2292	0	1	1
7164	1	1	1	0	28	2292	0	1	1
7166	1	1	1	0	28	2292	0	1	1
7168	1	1	1	0	28	2292	0	1	1
7171	1	1	1	0	28	2292	0	1	1
7173	1	1	1	0	28	2292	0	1	1
7175	1	1	1	0	28	2292	0	1	1
7178	1	1	1	0	28	2292	0	1	1
7180	1	1	1	0	28	2292	0	1	1
7182	1	1	1	0	28	2292	0	1	1
7185	1	1	1	0	28	2292	0	1	1
7187	1	1	1	0	28	2292	0	1	1
7189	1	1	1	0	28	2292	0	1	1
7192	1	1	1	0	28	2292	0	1	1
7194	1	1	1	0	28	2292	0	1	1
7196	1	1	1	0	28	2292	0	1	1
7198	1	1	1	0	28	2292	0	1	1
7201	1	1	1	0	28	2292	0	1	1
7203	1	1	1	0	28	2292	0	1	1
